"resolved_at","agent","ticket_id","created_at","priority","num_interactions","issuecat","status","channel"
"2025-07-30 21:20:00.000000000","Ananya","TCK0730011","2025-07-30 05:19:00.000000000","Medium",4,"Payment Failure","Resolved","Phone"
"2025-07-30 19:34:00.000000000","Arjun","TCK0730012","2025-07-30 05:19:00.000000000","Lw",2,"Feature Request","Resolved","Phone"
"2025-07-30 19:34:00.000000000","Arjun","TCK0730012","2025-07-30 05:19:00.000000000","Lw",2,"Feature Request","Resolved","Phone"
"2025-07-31 11:55:00.000000000","Ananya","TCK0730013","2025-07-30 05:43:00.000000000","Medium",3,"Account Locked","Resolved","Email"
\N,"Kavya","TCK0730014","2025-07-30 06:38:00.000000000","High",6,"Payment Failure","Open","Web Form"
"2025-07-31 10:38:00.000000000","Kavya","TCK0730015","2025-07-30 06:50:00.000000000","High",2,"Payment Failure","Resolved","Chat"
"2025-07-30 20:50:00.000000000","Kavya","TCK0730016","2025-07-30 07:31:00.000000000","Medium",7,"Account Locked","Resolved","Web Form"
"2025-07-31 02:41:00.000000000","Sneha","TCK0730017","2025-07-30 08:07:00.000000000","Lw",7,"Feature Request","Resolved","Email"
"2025-07-30 21:08:00.000000000","Arjun","TCK0730018","2025-07-30 08:18:00.000000000","High",6,"Login Issue","Resolved","Web Form"
"2025-07-31 00:05:00.000000000","Rohit","TCK0730019","2025-07-30 08:22:00.000000000","High",2,"Login Issue","Resolved","Chat"
"2025-07-30 10:39:00.000000000","Ananya","TCK0730020","2025-07-30 08:48:00.000000000","High",1,"Bug Report","Resolved","Chat"
"2025-07-30 12:05:00.000000000","Sneha","TCK0730021","2025-07-30 10:00:00.000000000","High",6,"Account Locked","Resolved","Chat"
\N,"Arjun","TCK0730022","2025-07-30 10:13:00.000000000","Medium",2,"Feature Request","Open","Email"
"2025-07-30 12:22:00.000000000","Kavya","TCK0730024","2025-07-30 10:54:00.000000000","High",5,"Login Issue","Resolved","Phone"
"2025-08-01 11:16:00.000000000","Kavya","TCK0731000","2025-07-31 00:39:00.000000000","Medum",5,"Feature Request","Resolved","Email"
"2025-07-31 14:25:00.000000000","Rohit","TCK0731001","2025-07-31 00:58:00.000000000","Medium",4,"Login Issue","Resolved","Email"
"2025-08-01 07:09:00.000000000","Sneha","TCK0731003","2025-07-31 01:53:00.000000000","Low",8,"Account Locked","Resolved","Chat"
"2025-08-01 01:50:00.000000000","Ananya","TCK0731004","2025-07-31 02:32:00.000000000","Medium",6,"Payment Failure","Resolved","Email"
"2025-07-31 17:05:00.000000000","Arjun","TCK0731005","2025-07-31 02:36:00.000000000","Low",6,"Account Locked","Resolved","Chat"
"2025-07-31 07:49:00.000000000","Ananya","TCK0731006","2025-07-31 03:32:00.000000000","Low",1,"Login Issue","Resolved","Chat"
"2025-07-31 13:40:00.000000000","Ananya","TCK0731007","2025-07-31 04:19:00.000000000","Low",8,"Login Issue","Resolved","Email"
"2025-08-01 07:09:00.000000000","Ananya","TCK0731008","2025-07-31 06:33:00.000000000","Medium",4,"Bug Report","Resolved","Web Form"
"2025-08-01 03:04:00.000000000","Arjun","TCK0731010","2025-07-31 07:25:00.000000000","Lw",4,"Account Locked","Escalated","Web Form"
"2025-08-01 03:04:00.000000000","Arjun","TCK0731010","2025-07-31 07:25:00.000000000","Lw",4,"Account Locked","Escalated","Web Form"
"2025-07-31 23:08:00.000000000","Ananya","TCK0731011","2025-07-31 08:15:00.000000000","High",8,"Payment Failure","Escalated","Email"
"2025-08-01 07:55:00.000000000","Arjun","TCK0731012","2025-07-31 08:18:00.000000000","Low",4,"Bug Report","Resolved","Web Form"
\N,"Sneha","TCK0731013","2025-07-31 08:51:00.000000000","High",2,"Login Issue","Open","Phone"
"2025-08-01 09:31:00.000000000","Kavya","TCK0731016","2025-07-31 10:26:00.000000000","Medium",5,"Account Locked","Resolved","Chat"
"2025-08-01 21:43:00.000000000","Rohit","TCK0731017","2025-07-31 10:52:00.000000000","Low",7,"Feature Request","Escalated","Chat"
"2025-08-01 12:57:00.000000000","Kavya","TCK0731018","2025-07-31 11:38:00.000000000","Medium",7,"Payment Failure","Resolved","Web Form"
"2025-07-31 20:41:00.000000000","Arjun","TCK0731019","2025-07-31 11:38:00.000000000","Medum",7,"Bug Report","Resolved","Web Form"
\N,"Rohit","TCK0731020","2025-07-31 11:41:00.000000000","Medium",7,"Account Locked","Open","Phone"
"2025-07-31 15:46:00.000000000","Kavya","TCK0731021","2025-07-31 11:59:00.000000000","Hgh",1,"Feature Request","Resolved","Web Form"
