"ticket_id","created_at","resolved_at","priority","agent","num_interactions","issuecat","channel","status"
"TCK0730009","2025-07-30 04:22:00.000000000","2025-07-31 07:28:00.000000000","Medum","Rohit",2,"Login Issue","Web Form","Resolved"
"TCK0730010","2025-07-30 05:14:00.000000000","2025-07-31 00:45:00.000000000","High","Kavya",5,"Payment Failure","Web Form","Resolved"
"TCK0730011","2025-07-30 05:19:00.000000000","2025-07-30 21:20:00.000000000","Medium","Ananya",4,"Payment Failure","Phone","Resolved"
"TCK0730012","2025-07-30 05:19:00.000000000","2025-07-30 19:34:00.000000000","Lw","Arjun",2,"Feature Request","Phone","Resolved"
"TCK0730012","2025-07-30 05:19:00.000000000","2025-07-30 19:34:00.000000000","Lw","Arjun",2,"Feature Request","Phone","Resolved"
"TCK0730013","2025-07-30 05:43:00.000000000","2025-07-31 11:55:00.000000000","Medium","Ananya",3,"Account Locked","Email","Resolved"
"TCK0730014","2025-07-30 06:38:00.000000000",\N,"High","Kavya",6,"Payment Failure","Web Form","Open"
"TCK0730015","2025-07-30 06:50:00.000000000","2025-07-31 10:38:00.000000000","High","Kavya",2,"Payment Failure","Chat","Resolved"
"TCK0730016","2025-07-30 07:31:00.000000000","2025-07-30 20:50:00.000000000","Medium","Kavya",7,"Account Locked","Web Form","Resolved"
"TCK0730017","2025-07-30 08:07:00.000000000","2025-07-31 02:41:00.000000000","Lw","Sneha",7,"Feature Request","Email","Resolved"
"TCK0730018","2025-07-30 08:18:00.000000000","2025-07-30 21:08:00.000000000","High","Arjun",6,"Login Issue","Web Form","Resolved"
"TCK0730019","2025-07-30 08:22:00.000000000","2025-07-31 00:05:00.000000000","High","Rohit",2,"Login Issue","Chat","Resolved"
"TCK0730020","2025-07-30 08:48:00.000000000","2025-07-30 10:39:00.000000000","High","Ananya",1,"Bug Report","Chat","Resolved"
"TCK0730021","2025-07-30 10:00:00.000000000","2025-07-30 12:05:00.000000000","High","Sneha",6,"Account Locked","Chat","Resolved"
"TCK0730022","2025-07-30 10:13:00.000000000",\N,"Medium","Arjun",2,"Feature Request","Email","Open"
"TCK0730024","2025-07-30 10:54:00.000000000","2025-07-30 12:22:00.000000000","High","Kavya",5,"Login Issue","Phone","Resolved"
"TCK0731000","2025-07-31 00:39:00.000000000","2025-08-01 11:16:00.000000000","Medum","Kavya",5,"Feature Request","Email","Resolved"
"TCK0731001","2025-07-31 00:58:00.000000000","2025-07-31 14:25:00.000000000","Medium","Rohit",4,"Login Issue","Email","Resolved"
"TCK0731003","2025-07-31 01:53:00.000000000","2025-08-01 07:09:00.000000000","Low","Sneha",8,"Account Locked","Chat","Resolved"
"TCK0731004","2025-07-31 02:32:00.000000000","2025-08-01 01:50:00.000000000","Medium","Ananya",6,"Payment Failure","Email","Resolved"
"TCK0731005","2025-07-31 02:36:00.000000000","2025-07-31 17:05:00.000000000","Low","Arjun",6,"Account Locked","Chat","Resolved"
"TCK0731006","2025-07-31 03:32:00.000000000","2025-07-31 07:49:00.000000000","Low","Ananya",1,"Login Issue","Chat","Resolved"
"TCK0731007","2025-07-31 04:19:00.000000000","2025-07-31 13:40:00.000000000","Low","Ananya",8,"Login Issue","Email","Resolved"
"TCK0731008","2025-07-31 06:33:00.000000000","2025-08-01 07:09:00.000000000","Medium","Ananya",4,"Bug Report","Web Form","Resolved"
"TCK0731010","2025-07-31 07:25:00.000000000","2025-08-01 03:04:00.000000000","Lw","Arjun",4,"Account Locked","Web Form","Escalated"
"TCK0731010","2025-07-31 07:25:00.000000000","2025-08-01 03:04:00.000000000","Lw","Arjun",4,"Account Locked","Web Form","Escalated"
"TCK0731011","2025-07-31 08:15:00.000000000","2025-07-31 23:08:00.000000000","High","Ananya",8,"Payment Failure","Email","Escalated"
"TCK0731012","2025-07-31 08:18:00.000000000","2025-08-01 07:55:00.000000000","Low","Arjun",4,"Bug Report","Web Form","Resolved"
"TCK0731013","2025-07-31 08:51:00.000000000",\N,"High","Sneha",2,"Login Issue","Phone","Open"
"TCK0731016","2025-07-31 10:26:00.000000000","2025-08-01 09:31:00.000000000","Medium","Kavya",5,"Account Locked","Chat","Resolved"
"TCK0731017","2025-07-31 10:52:00.000000000","2025-08-01 21:43:00.000000000","Low","Rohit",7,"Feature Request","Chat","Escalated"
"TCK0731018","2025-07-31 11:38:00.000000000","2025-08-01 12:57:00.000000000","Medium","Kavya",7,"Payment Failure","Web Form","Resolved"
"TCK0731019","2025-07-31 11:38:00.000000000","2025-07-31 20:41:00.000000000","Medum","Arjun",7,"Bug Report","Web Form","Resolved"
"TCK0731020","2025-07-31 11:41:00.000000000",\N,"Medium","Rohit",7,"Account Locked","Phone","Open"
"TCK0731021","2025-07-31 11:59:00.000000000","2025-07-31 15:46:00.000000000","Hgh","Kavya",1,"Feature Request","Web Form","Resolved"
